entidade;atributo;descricao
sinapses.Biometria;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Biometria;biometria.tipo;Tipo de informação biométrica representada.
sinapses.Biometria;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Biometria;base_entity.sinapses_adicionais;
sinapses.Biometria;biometria.tipo;Tipo de informação biométrica representada.
sinapses.Biometria;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Biometria;biometria.valor;Representação codificada da informação biométrica.
sinapses.Afastamentos;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Afastamentos;afastamentos.afastamento;Razão ou circunstância pela qual um servidor foi afastado de seu cargo.
sinapses.Afastamentos;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Afastamentos;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Afastamentos;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Afastamentos;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.PerfilLinkedIn;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.PerfilLinkedIn;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.PerfilLinkedIn;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.PerfilLinkedIn;perfil_linked_in.imagem_de_perfil;Imagem do Perfil da Rede Social.
sinapses.PerfilLinkedIn;perfil_linked_in.nome;Identificação do usuário utilizada para conectar-se a outros profissionais.
sinapses.PerfilLinkedIn;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.PerfilLinkedIn;perfil_linked_in.url;URL para acesso ao perfil profissional no LinkedIn.
sinapses.PerfilLinkedIn;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Orgao_Publico;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Orgao_Publico;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Orgao_Publico;orgao_publico.codigo_unidade_gestora;Código da entidade administrativa.
sinapses.Orgao_Publico;orgao_publico.codigo_despesa;Código representativo usado no relatório de despesas do governo.
sinapses.Orgao_Publico;base_entity.expandable;Valores a serem expandidos
sinapses.Orgao_Publico;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Orgao_Publico;orgao_publico.unidade_gestora;Define a entidade administrativa que controla as operações e orçamento do órgão.
sinapses.Orgao_Publico;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Orgao_Publico;base_entity.sinapses_adicionais;
sinapses.Orgao_Publico;orgao_publico.unidade_gestora;Define a entidade administrativa que controla as operações e orçamento do órgão.
sinapses.Orgao_Publico;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Orgao_Publico;orgao_publico.valor_empenhado;Especifica o total de recursos financeiros alocados para uso pelo órgão.
sinapses.Despesas_Publicas_Recursos_Repassados;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Despesas_Publicas_Recursos_Repassados;despesas_publicas_recursos_repassados.ano_mes;Período do repasse.
sinapses.Despesas_Publicas_Recursos_Repassados;despesas_publicas_recursos_repassados.nome_beneficiario;Receptor do valor.
sinapses.Despesas_Publicas_Recursos_Repassados;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Despesas_Publicas_Recursos_Repassados;despesas_publicas_recursos_repassados.cod_element;ID do repasse.
sinapses.Despesas_Publicas_Recursos_Repassados;despesas_publicas_recursos_repassados.doc_beneficiario;ID fiscal do receptor.
sinapses.Despesas_Publicas_Recursos_Repassados;despesas_publicas_recursos_repassados.doc_fornecedor;ID fiscal do emissor.
sinapses.Despesas_Publicas_Recursos_Repassados;despesas_publicas_recursos_repassados.element;Categoria do gasto.
sinapses.Despesas_Publicas_Recursos_Repassados;despesas_publicas_recursos_repassados.especie;Natureza do recurso.
sinapses.Despesas_Publicas_Recursos_Repassados;base_entity.expandable;Valores a serem expandidos
sinapses.Despesas_Publicas_Recursos_Repassados;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Despesas_Publicas_Recursos_Repassados;despesas_publicas_recursos_repassados.ano_mes;Período do repasse.
sinapses.Despesas_Publicas_Recursos_Repassados;despesas_publicas_recursos_repassados.nome_fornecedor;Emissor do recurso.
sinapses.Despesas_Publicas_Recursos_Repassados;despesas_publicas_recursos_repassados.nr_empenho;Número do compromisso financeiro.
sinapses.Despesas_Publicas_Recursos_Repassados;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Despesas_Publicas_Recursos_Repassados;base_entity.sinapses_adicionais;
sinapses.Despesas_Publicas_Recursos_Repassados;despesas_publicas_recursos_repassados.tipo;Categoria do repasse.
sinapses.Despesas_Publicas_Recursos_Repassados;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Despesas_Publicas_Recursos_Repassados;despesas_publicas_recursos_repassados.valor;Importe repassado.
sinapses.CartaoCredito;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.CartaoCredito;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.CartaoCredito;base_entity.expandable;Valores a serem expandidos
sinapses.CartaoCredito;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.CartaoCredito;cartao_credito.numero;Sequência numérica associada ao cartão de crédito.
sinapses.CartaoCredito;cartao_credito.numero;Sequência numérica associada ao cartão de crédito.
sinapses.CartaoCredito;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.CartaoCredito;base_entity.sinapses_adicionais;
sinapses.CartaoCredito;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
maltego.DateTime;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
maltego.DateTime;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
maltego.DateTime;datetime;Registro temporal preciso para eventos e operações registradas no sistema.
maltego.DateTime;base_entity.expandable;Valores a serem expandidos
maltego.DateTime;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
maltego.DateTime;datetime;Registro temporal preciso para eventos e operações registradas no sistema.
maltego.DateTime;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
maltego.DateTime;base_entity.sinapses_adicionais;
maltego.DateTime;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
maltego.DateTime;offset;Diferencial de horário ajustado ao padrão mundial para sincronização de eventos.
sinapses.Transcripted_File;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Transcripted_File;access_time;Data do mais recente acesso ao arquivo.
sinapses.Transcripted_File;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Transcripted_File;creation_time;Data inicial de criação do arquivo no sistema.
sinapses.Transcripted_File;deleted_time;Data em que o arquivo foi excluído do sistema.
sinapses.Transcripted_File;arquivo.description;Sumário do conteúdo e propósito do documento.
sinapses.Transcripted_File;arquivo.doc_link;Link direto para o acesso ao documento.
sinapses.Transcripted_File;arquivo.download_info;Parâmetros e protocolos para baixar o documento.
sinapses.Transcripted_File;base_entity.expandable;Valores a serem expandidos
sinapses.Transcripted_File;arquivo.extensao;Sufixo adicionado ao nome do arquivo para indicar o tipo de arquivo ou o formato de dados contido no arquivo.
sinapses.Transcripted_File;file_size;Espaço ocupado pelo arquivo, medido em unidades padrão.
sinapses.Transcripted_File;arquivo.fonte_da_info;Proveniência das informações contidas no documento.
sinapses.Transcripted_File;indexed_file.id;Código exclusivo para cada arquivo indexado no SNAP, essencial para distinguir e acessar registros individuais.
sinapses.Transcripted_File;transcripted_file.transcription_date;Data da transformação do arquivo em formato transcrito.
sinapses.Transcripted_File;modify_time;Data da última alteração feita no arquivo.
sinapses.Transcripted_File;arquivo.numero;Número único para identificação do documento.
sinapses.Transcripted_File;arquivo.origem;Local ou entidade de origem do documento.
sinapses.Transcripted_File;arquivo.processo_relacionado;Identificação de um processo legal ou administrativo vinculado ao documento.
sinapses.Transcripted_File;arquivo.resumo;Destaque dos tópicos principais abordados no documento.
sinapses.Transcripted_File;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Transcripted_File;base_entity.sinapses_adicionais;
sinapses.Transcripted_File;indexed_file.source;Localização original do arquivo no sistema, refletindo sua fonte antes da indexação no SNAP.
sinapses.Transcripted_File;indexed_file.tags;Etiquetas atribuídas para facilitar a classificação e busca rápida do arquivo no SNAP.
sinapses.Transcripted_File;transcripted_file.transcription_date;Data da transformação do arquivo em formato transcrito.
sinapses.Transcripted_File;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Endereco;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Endereco;endereco.apartamento;Número da unidade em um edifício, essencial para endereçamento preciso.
sinapses.Endereco;endereco.ativo;Estado operacional do endereço, indicando sua disponibilidade atual.
sinapses.Endereco;endereco.bairro;Setor ou zona dentro da cidade.
sinapses.Endereco;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Endereco;endereco.cep;CEP ou Zipcode do endereço.
sinapses.Endereco;endereco.cidade;Cidade do endereço.
sinapses.Endereco;endereco.cnae;Classificação Nacional de Atividades Econômicas (CNAE).
sinapses.Endereco;endereco.cod_ibge_do_municipio;Código de 7 dígitos associados a um município.
sinapses.Endereco;endereco.cod_ibge_uf;Código de 2 dígitos associados a um UF.
sinapses.Endereco;endereco.complemento;Complemento do endereço
sinapses.Endereco;endereco.cpf;Cadastro Nacional de Pessoa Fisica
sinapses.Endereco;endereco.credito_presumido;Crédito presumido da Empresa.
sinapses.Endereco;endereco.cruzamento;Localização exata onde vias se encontram, importante para orientação.
sinapses.Endereco;endereco.data_de_atualizacao;Marca temporal da última atualização dos dados.
sinapses.Endereco;endereco.data_inicio_de_atividade;Data da assinatura do primeiro contrato social da empresa
sinapses.Endereco;endereco.data_da_situacao_na_unidade_federativa;Data da Situação na Unidade Federativa
sinapses.Endereco;endereco.endereco_completo;Logradouro, Número e Complemento do endereço
sinapses.Endereco;endereco.regiao;Estado ou região do endereço.
sinapses.Endereco;base_entity.expandable;Valores a serem expandidos
sinapses.Endereco;endereco.forma_de_detencao;A forma como um detento foi preso.
sinapses.Endereco;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Endereco;endereco.informacao_inscricao_estadual;Informação sobre a Inscrição Estadual.
sinapses.Endereco;endereco.inscricao_estadual;Número de registro da empresa no cadastro do ICMS estadual.
sinapses.Endereco;endereco.interseccao;Ponto de encontro de vias, usado para navegação detalhada.
sinapses.Endereco;endereco.latitude;Valor que determina a posição norte ou sul de um ponto no planeta.
sinapses.Endereco;endereco.logradouro;Logradouro do endereço
sinapses.Endereco;endereco.longitude;Valor que define a posição leste ou oeste de um ponto no planeta.
sinapses.Endereco;endereco.endereco_completo;Logradouro, Número e Complemento do endereço
sinapses.Endereco;endereco.nome;Nome para o endereço.
sinapses.Endereco;endereco.nome_fantasia;Nome utilizado comercialmente pela empresa
sinapses.Endereco;endereco.numero;Sequência de identificação da localização.
sinapses.Endereco;endereco.pais;País do endereço.
sinapses.Endereco;endereco.porte;Porte da Empresa.
sinapses.Endereco;endereco.razao_social;Razão Social da Empresa
sinapses.Endereco;endereco.referencia;Ponto de referência para o endereço
sinapses.Endereco;endereco.regime_de_tributacao;Um sistema que estabelece a cobrança de impostos de cada CNPJ.
sinapses.Endereco;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Endereco;endereco.sigla;Sigla do endereço.
sinapses.Endereco;base_entity.sinapses_adicionais;
sinapses.Endereco;endereco.situacao_do_cpf;Nenhuma pendência no cadastro do contribuinte.
sinapses.Endereco;endereco.situacao_inscricao_estadual;Situação da Inscrição Estadual em relação à Empresa.
sinapses.Endereco;endereco.tipo_area;Especialização da empresa, indicando os setores de mercado em que atua.
sinapses.Endereco;endereco.tipo_de_ie;Tipo de Inscrição Estadual.
sinapses.Endereco;endereco.tipo_logradouro;Tipo do logradouro
sinapses.Endereco;endereco.tipo_produtor;Tipo de produtor.
sinapses.Endereco;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Endereco;endereco.data_do_vencimento_do_contrato;Vencimento básico do contrato.
maltego.IPv4Address;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
maltego.IPv4Address;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
maltego.IPv4Address;ipv4-address;IP único da Entidade que representa um endereço IPv4 no SNAP
maltego.IPv4Address;base_entity.expandable;Valores a serem expandidos
maltego.IPv4Address;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
